"","city","state","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","col12","col13","col14","col15","col16","col17","col18","col19","col20","col21","col22","col23","col24","col25","col26","col27","col28","col29","col30","col31","col32","col33","col34","col35","col36","col37","col38","col39","col40","col41","col42","col43","col44","col45","col46","col47","col48","col49","col50","col51","col52","col53","col54","col55","col56","col57","col58","col59","col60","col61","col62","col63","col64","col65","col66","col67","col68","col69","col70","col71","col72","col73","col74","col75","col76","col77","col78","col79","col80","col81","col82","col83","col84","col85","col86","col87","col88","col89","col90","col91","col92","col93","col94","col95","col96","col97","col98","col99","col100","col101","col102","col103","col104","col105","col106","col107","col108","col109","col110","col111","col112","col113","col114","col115","col116","col117","col118","col119","col120","col121","col122","col123","col124","col125","col126","col127","col128","col129","col130","col131","col132","col133","col134","col135","col136","col137","col138","col139","col140","col141","col142","col143","col144","col145"
"2044","Evansvillecity","IN",NA,NA,10,126272,2.38,9.53,89.56,0.57,0.58,12.86,26.03,12.69,15.2,126272,100,22936,73.22,0.57,40.81,32.52,7.34,16.6,29368,12564,13116,7506,7813,13516,8017,9721,17812,14.61,11.05,27.61,14.56,7.12,58.54,20.29,23.99,18.18,21.85,12.68,27.86,15.86,14.41,2.94,66.64,63.36,72.56,68.16,66.97,73.89,4029,3.94,1173,18.84,24.38,38.87,41.35,0.18,0.23,0.36,0.38,96.85,0.55,3.22,2.07,2.3,2.47,2.06,63.31,2.05,59.88,2,5240,90.99,58.98,4.83,44.58,1952,6.69,0.23,33300,45500,62000,28700,202,264,336,134,340,25.8,17.9,12.8,79,4,0.93,69.11,53.99,85.31,91.43,2993.9,1.64,3.29,59894.5,7,5.36,43,32.92,151,115.62,571,437.21,1580,1209.8,4359,3337.67,360,275.65,65,49.77,591.12,4872.89,243,186.06,216,165.39,93776,71804,385.9,186.1,93.68,95.88,4.12,0,0,4.12,8,8,301.3,42.2,96,7822224,88.89,0
"2045","Tylercity","TX",NA,NA,10,75450,2.57,28.17,66.12,0.51,8.91,15.38,28.48,14.9,12.94,75450,100,23661,75.06,0.9,35.1,29.04,7.19,13.93,30459,13400,16629,7041,8423,13328,6784,6445,14251,19.53,9.69,22.95,24.74,8.08,57.34,14.46,28.69,14.93,27.99,10.51,29.33,15.13,13,3.13,68.69,64.63,76.66,74.46,57.23,66.46,2381,4.12,4027,14.06,33.87,43.66,56.99,0.75,1.81,2.33,3.04,90.06,2.54,6.29,4.16,2.49,2.6,2.36,55.24,5.55,52.75,2,3479,89.41,52.8,3.85,43.49,1966,9.56,0.51,38500,60000,89300,50800,225,300,374,149,366,26.9,18.8,13.2,10,4,5.34,72.84,48.43,77.43,92.79,1836.7,0.33,4.35,70641.8,9,11.02,100,122.39,229,280.28,595,728.24,1797,2199.4,5389,6595.76,528,646.24,35,42.84,1141.93,9484.24,138,168.9,93,113.83,24178,29592.2,175.2,168.9,70.47,95.65,4.35,0,0,4.35,6,7,162.1,41.1,53,5771720,67.39,5
"2046","Burbankcity","CA",NA,NA,10,93643,2.38,1.75,82.59,6.77,22.61,11.49,26.98,12.39,13.2,93643,100,35959,78.77,0.56,41.1,23.57,6.77,13.88,42138,18897,20053,17113,11364,14960,11378,11731,7723,8.32,8.38,20.32,22.92,5.12,65.27,18.52,19.31,10.67,31.48,11.62,35.58,16.06,13.93,3.03,71,69.2,83.85,73.16,57.96,65.73,2089,3.52,24090,16.66,24.82,32.79,46.56,4.29,6.38,8.44,11.98,67.55,7.6,5.49,3.31,2.36,2.53,2.22,48.89,9.74,73.03,2,1941,95.29,45.7,1.24,21.17,1953,1.5,0.58,209400,262500,340800,131400,506,612,762,256,677,28.4,24.1,11.5,46,1,25.73,39.46,48,83.78,87.55,5210.5,3.23,5.48,188852.2,5,4.99,16,15.97,209,208.65,262,261.57,665,663.9,2556,2551.76,992,990.36,114,113.81,491.18,4319.83,146,145.76,132,131.78,36494,36433.5,250,145.8,92.17,89.04,1.37,6.16,2.05,9.59,8,10,422.9,18,64,18916568,90.41,5
"2049","MiamiBeachcity","FL",NA,NA,10,92639,1.88,5.18,88.3,1.21,46.79,7.92,20.08,9.08,24.28,92639,100,15312,57.06,0.48,32.21,40.11,10.28,10.98,22020,16504,17568,8197,6306,11314,8144,10620,22993,25.22,16.88,34.51,21.2,8.9,47.01,6.68,22.48,8.65,29.5,15.93,33.74,17.03,16.52,2.73,58.32,55.67,67.86,51.6,57.28,62.86,2611,4.39,47537,16.26,23.04,29.99,43.09,8.35,11.82,15.39,22.11,39.58,18.15,3.61,1.56,1.85,2.04,1.77,31.48,15.45,91.61,1,13108,79,28.5,1.72,23.72,1961,9.01,0.88,123800,191300,322000,198200,296,379,508,212,427,35.1,25.2,13.7,61,20,51.31,11.48,38.19,71.29,73.61,12711.2,14.84,5.75,201794,13,14.2,64,69.92,744,812.86,993,1084.9,2975,3250.34,9317,10179.29,2411,2634.14,26,28.41,1981.89,16092.17,313,341.97,293,320.12,182000,198844.09,581.5,342,100,81.79,1.6,16.61,0,18.21,18,8,117.2,7.3,218,18470000,93.61,5
"2052","Shreveportcity","LA",NA,NA,10,198525,2.62,44.76,54.32,0.51,1.09,14.85,26.52,12.86,12.14,198528,100,22079,73,0.5,30.42,28.14,10.96,15.25,26894,11663,16718,5552,11755,10826,10102,9419,49215,25.26,10.01,25.92,19.61,11.45,54.26,12.86,29.93,12.91,26.97,12.47,31.13,16.58,14.75,3.2,57.58,49.49,61.71,57.85,63.76,69.41,17119,10.19,2095,19.24,26.11,33.13,37.61,0.2,0.28,0.35,0.4,97.08,0.44,7,4.79,2.57,2.64,2.48,61.96,5.1,46.25,3,11828,86.48,60.5,17.65,54.06,1964,6.45,0.76,35600,54800,79400,43800,180,269,346,166,351,28.1,20.7,13.5,115,14,1.06,73.93,56.29,86.49,92.37,1943.4,3.38,10.93,74575.5,76,38.19,100,50.25,842,423.1,1552,779.87,4774,2398.91,13784,6926.39,1503,755.25,220,110.55,1291.41,10191.1,421,211.55,322,161.8,509300,255920.59,1209.7,211.6,85,69.12,30.17,0,0.71,30.88,46,10,133,102.2,242,14841055,76.48,5
"2056","Nashuacity","NH",11,50260,10,79662,2.57,1.62,95.15,1.93,3.02,12.12,28.51,12.71,9.14,79662,100,40505,84.8,1.18,50.24,20.88,4.16,12.92,46614,18010,18199,15181,11961,17049,9018,10798,5135,6.53,6.63,17.31,28.84,6.03,70.46,31.4,18.82,11.91,32.41,9.25,31.11,12.01,10.67,3.08,79.44,77.34,84.97,79.64,62.87,72.21,985,1.82,5573,18.27,25.46,32.08,40.66,1.28,1.78,2.24,2.84,84.94,1.75,3.68,2.49,2.53,2.74,2.25,62.46,1.59,51.12,2,2332,93.01,57.71,0.73,25.51,1969,3.73,0.3,116000,138800,166100,50100,440,574,686,246,645,26,23.2,14.8,26,2,7,37.01,47.72,71.02,73.34,2486.9,1.16,5.06,121002.6,3,3.73,26,32.32,13,16.16,26,32.32,380,472.43,1935,2405.67,266,330.7,35,43.51,84.54,3252.32,158,196.43,137,170.32,61132,76001.7,386.9,196.4,97.05,98.1,0.63,1.27,0,1.9,8,6,159.7,32,35,9732848,86.71,10
"2057","Greensborocity","NC",NA,NA,10,183521,2.45,33.95,63.88,1.43,0.96,16.19,31.46,17.63,10.54,183521,100,29184,82.31,0.57,38.73,23.42,5.02,13.22,36678,15644,19141,9327,11954,11286,10359,12777,20214,11.58,7.63,20.79,29.94,4.52,67.55,19.21,23.77,14.5,28.21,10.3,36,14.13,12.39,2.95,66.12,62.21,74.09,69.75,70.81,77.13,7233,5.86,4839,23.52,37.43,48.61,58.67,0.62,0.99,1.28,1.55,95.54,0.84,3.41,2.17,2.33,2.49,2.15,57.33,2.37,50.51,2,5506,93.15,53.67,6.57,29.48,1967,4.26,0.3,59400,78500,113200,53800,273,358,438,165,437,24.9,21.1,12.9,132,2,2.64,64.42,44.82,74.82,85.38,2220.1,1.57,3.19,70421.5,27,13.52,105,52.6,791,396.22,797,399.23,3177,1591.4,9657,4837.33,749,375.18,96,48.09,861.57,6852,188,94.17,100,50.09,30740,15398.1,163.5,94.2,80.06,75.49,16.18,0,0,16.18,6,10,20.9,82.7,105,14058589,53.19,10
"2061","Indianapoliscity","IN",97,NA,10,741952,2.5,22.38,76.08,0.94,1.05,13.13,28.49,13.12,10.34,741952,100,29083,80.77,0.62,37.33,24.12,6.01,15.21,35039,14605,16222,9166,10636,15880,8857,10625,90608,12.47,6.95,23.46,21.87,5.58,65.6,15.86,23.44,13.81,27.22,12.77,31.03,16.24,14.63,3.07,66.06,61.88,75.27,66.89,67.45,73.22,33455,6.06,14188,14.97,21.58,27.95,35.52,0.29,0.41,0.53,0.68,95.61,0.55,5,3.25,2.46,2.67,2.18,61.69,2.47,52.98,2,28233,91.3,56.84,11.69,34.66,1962,5.6,0.33,39200,61100,88800,49600,262,343,428,166,409,24.3,17.6,12.3,563,137,1.91,69.53,47.61,82.54,90.9,1952.4,3.23,4.27,151026.5,68,18.18,517,138.25,2050,548.17,3657,977.88,7629,2039.99,14383,3846,5226,1397.43,246,65.78,1682.47,7349.19,1006,269,793,212.05,984719,263312.91,978.8,269,92.59,83.5,15.81,0.7,0,16.5,43,14,77.5,380,417,56479836,78.83,5
"2076","Clevelandcity","OH",35,16000,10,505616,2.53,46.56,49.49,1.01,4.59,13.56,27.3,13.11,12.69,505616,100,17822,65,0.28,23.61,30.79,21.95,16.83,22448,9258,11161,7369,9015,7867,7305,6357,142217,28.67,12.53,41.24,8.06,14,47.78,23.12,23.61,22.65,16.4,14.82,39.67,17.9,16.49,3.21,47.21,41.5,51.6,49.78,48.14,55.61,50152,12.2,20975,10.92,16.64,22.39,27.98,0.45,0.69,0.93,1.16,88.89,1.98,7.77,4.85,2.48,2.65,2.32,51.24,2.89,54.91,2,24524,89.07,47.93,16.23,52.12,1939,8.97,0.75,30200,40900,53700,23500,161,237,306,145,322,29.3,19.3,13.6,589,105,4.15,67.87,59,92.11,94.64,6336.3,14.25,3.35,200920.8,167,33.73,834,168.46,4297,867.95,3012,608.39,8031,1622.18,13494,2725.65,10170,2054.24,656,132.51,1678.54,6534.58,1761,355.7,1472,297.33,1016537,205330.3,577.2,355.7,77.43,72.06,24.59,3.29,0.06,27.94,59,9,88.3,79.8,550,99470664,83.59,5
"2077","Pueblocity","CO",NA,NA,10,98640,2.57,2.18,82.95,0.63,39.51,14.19,25.22,12.35,14.32,98640,100,20501,67.49,0.48,32.1,31.41,12.47,23.25,24997,10168,10872,6901,6879,9397,6537,7040,20778,21.65,12.19,26.79,13.77,9.28,49.54,13.12,29.22,15.46,23.4,12.64,28.72,15.24,14.02,3.07,64.25,60.53,65.2,68.41,54.21,63.38,3248,3.75,2234,13.65,18.53,23.63,27.62,0.31,0.42,0.54,0.63,81.47,1.72,4.91,3.41,2.5,2.58,2.36,66.74,3.73,51.39,2,2538,93.79,64.81,8.2,52.92,1957,6.42,0.29,36300,48700,66200,29900,172,250,325,153,303,28.1,20.8,12.7,92,56,2.26,68.27,56.18,85.83,92.32,2651.9,1.11,2.99,80763.8,9,8.74,87,84.49,165,160.24,1474,1431.47,1337,1298.42,3640,3534.98,304,295.23,56,54.38,1684.94,5183.01,167,162.18,151,146.64,1e+05,97114.7,598.8,162.2,99.4,79.64,0,19.76,0,19.76,5,2,39.7,37.2,59,8316328,90.42,10
"2079","SantaClaracity","CA",NA,NA,10,93613,2.56,2.57,73.69,18.6,15.23,12.82,31.54,15.24,9.11,93613,100,44707,84.92,0.62,49.09,18.5,5.81,13.36,49460,19676,21326,16199,16205,15061,13742,13688,5657,6.23,6.55,16.45,30.77,4.43,70.44,37.74,17.29,9.93,34.44,11.11,40.54,14.67,12.87,3.06,72.88,69.03,86.38,74.03,63.37,70.9,1366,2.33,21501,18.48,29.18,42.02,54.75,4.24,6.7,9.65,12.57,69.77,5.24,6.08,3.82,2.49,2.65,2.35,50.13,9.29,57.35,2,1328,96.49,47.07,1.81,14.31,1964,0.64,0.27,224200,270400,323900,99700,608,737,913,305,779,25.8,22.5,11.3,114,0,22.97,43.7,44.67,74.36,83.76,4937.4,2.44,4.17,157642.3,3,3.16,28,29.46,83,87.33,345,363.02,835,878.61,3806,4004.76,523,550.31,20,21.04,482.97,5454.72,144,151.52,132,138.89,115714,121756.8,803.6,151.5,82.24,86.18,1.32,5.26,1.97,8.55,6,14,138.3,19,93,14981849,91.67,10
"2081","SantaAnacity","CA",NA,NA,10,293742,4.1,2.62,67.99,9.73,65.15,17.89,38.27,20.24,5.02,293742,100,35162,87.24,0.54,26.16,16.16,8.45,10.53,34760,10019,10697,13360,13648,9590,7284,6570,51835,18.15,33.07,50.28,10.59,8.52,66.04,29.87,12.64,26.19,13.96,6.78,43.47,11.74,9.07,4.28,75.35,64.77,84.63,80.02,62.19,65.15,12135,6.25,149445,25.5,39.17,49.81,64.14,12.97,19.93,25.34,32.63,30.78,31.63,32.29,25.02,4,3.78,4.2,45.66,38.13,66.27,2,3362,95.52,48.29,3.24,14.66,1968,4.46,0.81,153600,185400,228000,74400,564,679,842,278,736,31.2,26,11.4,181,255,50.88,33.1,40.29,76.77,81.95,10468.4,8.61,5.76,137727.7,78,26.69,77,26.34,1886,645.25,1149,393.1,2950,1009.28,8973,3069.91,3958,1354.14,492,168.33,1091.39,5601.65,382,130.69,352,120.43,823795,281842.59,2156.5,130.7,97.05,70.42,2.36,24.61,2.09,28.53,22,7,105.1,28.1,220,40256284,92.15,5
"2087","WestAlliscity","WI",79,85300,10,63221,2.36,0.3,98.23,0.63,1.45,10.49,25.52,10.88,15.88,63221,100,29622,74.04,0.31,55.23,33.31,5.35,21.36,36085,13978,14082,4412,8196,10278,11276,9738,3258,5.25,7.3,20.84,12.36,4.01,64,23.12,21.36,16.66,20.58,9.69,28.96,11.56,10.69,2.96,75.37,75.27,86.42,77.01,69.84,76.85,788,1.63,1785,4.65,10.25,12.16,13.33,0.13,0.29,0.34,0.38,94.54,0.52,3.21,2.05,2.32,2.61,1.89,66.92,1.26,55.44,2,705,97.44,59.4,0.43,29.79,1951,1.12,0.47,53500,63100,73200,19700,323,391,465,142,446,23.5,21.6,14.9,0,0,2.82,84.64,58.44,88.83,96.2,5385.8,4.14,10,130358,2,3.24,8,12.95,78,126.31,58,93.92,423,684.99,2059,3334.25,265,429.13,42,68.01,236.43,4516.38,130,210.52,124,200.8,47000,76109.7,361.5,210.5,98.86,98.46,0,0,0.77,0.77,13,14,38.5,11.7,34,8050000,95.38,0
"2090","Sunrisecity","FL",NA,NA,10,64407,2.45,7.39,89.3,1.94,8.64,10.24,22.49,9.5,21.48,64407,100,31540,69.36,0.27,45.59,38.97,3.15,17.02,37431,14593,15006,10643,11700,11810,12665,13046,4156,6.51,6.13,20.84,16.67,4.86,58.01,9.94,19.33,7.78,26.26,8.02,22.74,11.22,9.75,2.92,78.99,77.1,90.4,72.48,63.9,72.26,648,1.43,10473,9.84,15.36,23.6,31.44,1.6,2.5,3.84,5.11,81.51,1.89,3.07,2.13,2.43,2.47,2.29,76.93,3.27,63.12,2,2981,89.82,75.57,0.17,24.52,1978,0.86,0.17,75400,89100,105800,30400,479,562,668,189,651,27.8,24.1,13.7,0,0,16.26,18.78,43.42,72.33,78.1,3415,1.13,5.6,97011.1,3,3.94,11,14.44,131,171.95,249,326.84,874,1147.24,3271,4293.61,564,740.32,11,14.44,517.18,6195.61,125,164.08,115,150.95,43800,57493.1,350.4,164.1,97.3,92,3.2,4,0.8,8,7,13,16,18.9,116,7390595,92,5
"2091","Glendalecity","AZ",NA,NA,10,148134,2.76,3.01,84.98,2.13,15.47,15.88,29.88,14.54,7.1,148134,100,31665,84.2,0.4,36.59,18.21,5.13,13.69,37086,13524,14276,11750,9566,11909,7593,8107,16756,11.46,6.74,17.42,17.7,5.99,67.95,14.03,21.59,12.24,25.51,11,29.23,15.37,13.25,3.22,73.25,70.04,77.67,75.01,61.15,70.78,3180,2.97,8878,17.27,26.02,35.35,44.33,1.03,1.56,2.12,2.66,85.56,2.47,6.23,4.5,2.73,2.89,2.48,65.58,6.15,48.69,3,7549,87.67,62.1,0.29,24.8,1979,5.96,0.28,66900,84900,105800,38900,307,370,456,149,439,28.3,23.2,12.2,7,44,5.99,33.04,39.78,77.1,79.31,2738.2,1.6,10.33,71051.2,16,9.18,79,45.31,317,181.82,1013,581.02,2037,1168.35,8422,4830.54,1741,998.57,83,47.61,817.33,7045.06,184,105.54,171,98.08,81874,46959.8,445,105.5,94.77,90.22,1.09,8.7,0,9.78,19,15,306.7,54.1,91,12387705,92.93,5
"2096","Carrolltoncity","TX",NA,NA,10,82169,2.7,4.89,83.12,6.81,10.25,12.05,27.8,11.04,3.15,82169,100,45787,93.1,1.04,47,7.86,1.49,5.86,51198,19065,20519,14650,16343,11980,8768,10409,3695,4.52,4.14,10.15,37.45,3.85,79.61,18.78,17.16,8.12,36.2,9.05,24.97,14.36,11.77,3.12,81.74,80.99,90.37,80.81,63.32,72.17,702,1.59,9387,11.68,22.63,39.52,57.25,1.33,2.58,4.52,6.54,82.8,3.44,3.61,2.73,2.69,2.86,2.43,64.55,4.9,38.28,3,2540,92.3,60.67,2.28,15.98,1981,2.85,0.23,81400,99700,126600,45200,380,466,589,209,542,23.4,22.7,13,0,0,11.42,44.14,37.31,57.07,82.42,2281.5,1.44,2.61,69817.9,4,4.17,20,20.83,65,67.68,117,121.83,831,865.31,2542,2646.95,695,723.69,27,28.11,214.51,4264.07,115,119.75,94,97.88,51067,53175.4,444.1,119.7,88.34,94.78,0.87,4.35,0,5.22,3,6,35.5,36,33,6704963,81.74,5
"2098","VirginiaBeachcity","VA",810,82000,10,393069,2.9,13.91,80.5,4.33,3.09,14.92,32.58,15.46,5.44,389533,99.1,36271,89.64,0.5,40.64,14.03,3.04,16.87,39112,15242,16327,10726,12323,10821,10468,11025,22307,5.86,3.06,12.03,25.5,3.86,73.79,8.46,23.41,8.63,30.35,8.83,30.06,12.61,10.69,3.21,81.23,78.47,88.85,81.03,60.67,68.95,5599,2.35,20517,12.41,20.06,29.47,36.54,0.65,1.05,1.54,1.91,92.07,0.73,4.8,3.65,2.82,2.9,2.67,64.46,2.48,33.3,3,11471,92.2,62.49,0.68,28.06,1978,2.5,0.31,78800,96500,134000,55200,420,484,556,136,577,27,24.9,12.2,297,0,5.22,35.64,35.82,59.94,70.96,1527.9,0.75,7.87,81701.1,22,5.05,181,41.52,631,144.74,414,94.96,3261,748.01,14812,3397.57,1195,274.11,200,45.88,286.27,4465.56,597,136.94,546,125.24,845915,194035.41,1416.9,136.9,91.22,88.78,8.04,1.51,1.17,10.72,47,9,109.1,257.3,366,35618344,91.46,10
"2101","Phoenixcity","AZ",NA,NA,10,983403,2.66,5.19,81.69,1.66,20.04,14.03,28.64,13.46,8.89,980981,99.75,29291,81.64,0.63,35.42,21.39,5.79,13.18,34172,14096,15497,8734,7076,12643,6663,7213,137406,14.18,8.79,21.28,19.94,6.64,64.94,14.16,20.44,12.13,26.36,12.74,31.9,16.68,14.74,3.2,70.12,65.62,77.27,73.47,60.96,68.88,31278,4.43,84672,18.14,30.29,40.15,50.93,1.56,2.61,3.46,4.38,81.26,3.86,7.37,4.96,2.62,2.76,2.42,62.27,7.26,52.01,2,52115,87.65,59.12,3.78,26.56,1973,7.07,0.41,59500,77100,105200,45700,305,374,467,162,442,27.3,23,13.1,1710,276,8.61,33.98,43.31,78.32,80.67,2260.6,3.26,2.57,126812.6,158,14.55,444,40.9,3437,316.57,7872,725.06,20617,1898.95,48382,4456.27,15566,1433.72,309,28.46,1097.07,7817.4,1949,179.51,1840,169.47,1441009,132725.5,739.4,179.5,96.82,84.45,3.59,10.98,0.56,15.14,50,14,133.4,435,1045,137681168,94.41,5
"2117","CherryHilltownship","NJ",7,12280,10,69348,2.83,3.23,89.79,6.14,1.99,12.71,22.49,11.04,12.63,69359,100,54432,83.19,0.6,63.57,27.1,2.46,16.77,61080,24458,25156,19125,13965,18596,11634,21516,1723,2.52,3.83,12.48,40.91,3.16,64.5,12.39,29.48,4.93,43.99,5.28,27.07,7.94,6.68,3.16,87.04,85.7,96.07,83.94,53.95,65.17,313,0.61,6575,7.19,11.94,19.6,26.49,0.68,1.13,1.86,2.51,86.54,1.43,4.22,3.36,2.76,2.9,2.05,88.21,0.93,25.71,3,1257,95.13,84.1,1.43,53.78,1966,0.17,0.1,120600,149700,191700,71100,478,610,761,283,627,25.9,20.9,13.9,0,0,9.48,33.53,65.67,80.9,87.53,2760,6.99,2.56,81003.3,0,0,4,5.53,70,96.85,77,106.54,612,846.79,2158,2985.9,424,586.66,5,6.92,208.93,4426.27,117,161.89,106,146.67,41633,57605.2,355.8,161.9,92.35,97.44,2.56,0,0,2.56,3,7,76.9,25.1,69,5854350,90.6,0
"2126","Decaturcity","GA",NA,NA,10,17336,2.28,38.74,59.91,0.89,1.07,11.49,25.7,12,13.52,17336,100,26803,72.73,0.41,43.49,29.96,7.1,15.61,34744,16075,21248,7676,9817,38088,16732,15987,3004,17.87,7.97,20.56,40.51,5.77,61.98,8.36,38.42,8.96,43.45,13.3,37.94,17.13,15.55,3.02,54.13,46.3,68.84,47.42,65.39,69.01,1080,8.94,377,15.65,34.22,40.32,41.11,0.34,0.74,0.88,0.89,96.09,0.47,5.71,3.01,2.21,2.37,2.03,56.55,3.22,58.15,2,613,92.55,52.66,11.91,48.12,1950,4.57,1.03,65700,98100,137900,72200,288,375,464,176,439,27.8,23.1,14.8,9,0,2.17,60.23,48.01,70.6,85.6,4024.1,13.53,6.95,2422367,4,21.72,4,21.72,98,532.15,83,450.7,383,2079.71,717,3893.35,144,781.93,8,43.44,1026.28,6798.44,633,3437.23,606,3290.62,354744,1926281.5,560.4,3437.2,80.61,79.3,20.38,0.32,0,20.7,44,12,105.5,4.3,400,44610312,95.73,0
"2131","FortMyerscity","FL",NA,NA,10,45206,2.49,32.16,64.24,0.81,7.72,13.59,28.56,14.01,13.73,44837,99.18,22102,72.61,0.48,32.48,31.7,8.97,13.84,26904,12329,15834,5938,9256,9440,5529,7319,9015,20.67,11.64,31.65,16.1,6.22,59.28,5.32,23.34,13.58,21.84,16.33,35.36,18.45,17.43,3.08,50.83,42.46,54.58,58.55,66.15,73.51,3914,11.16,2080,12.31,22.36,35.82,48.89,0.57,1.03,1.65,2.25,90.01,1.99,7.8,4.65,2.4,2.43,2.38,43.01,7.96,69.6,2,3244,84.83,42.44,6.54,31.17,1973,11.14,0.31,43900,60500,88500,44600,280,373,467,187,451,27.3,20.2,12.4,86,75,4.6,37.77,39.51,72.99,79.69,1986.2,1.99,11.03,139444.3,5,9.75,39,76.08,459,895.45,870,1697.26,1682,3281.37,3672,7163.62,1119,2183.03,20,39.02,2678.55,12667.04,136,265.32,127,247.76,59998,117048.7,441.2,265.3,70.13,94.12,5.15,0.74,0,5.88,15,8,80.9,22.8,30,7147777,93.38,5
"2136","Lawtoncity","OK",NA,NA,10,80561,2.72,19.33,70.78,3.25,6.34,15.45,30.86,15.16,8.31,80391,99.79,24200,82.25,1.05,30.68,19.55,6.87,21.35,26659,10772,12071,7807,6605,7516,7631,8572,12522,15.94,5.78,18.47,18.98,9.2,60.28,9.48,27.66,13.04,28.24,10.17,24.18,14.76,12.56,3.12,72.88,68.39,77.93,70.65,56.39,65.85,1781,3.02,4672,11.17,18.28,23.01,29.94,0.65,1.06,1.33,1.74,88.99,1.12,4.5,3.38,2.66,2.71,2.59,59,4.39,44.54,3,5056,85.4,57.88,2.97,41.97,1967,8.31,0.79,41300,55000,72200,30900,230,298,373,143,378,26.6,21.4,12.2,65,0,5.8,39.69,41.16,66.98,71.68,1520.5,0.03,6.85,72980.5,12,13.86,62,71.59,161,185.9,590,681.25,1262,1457.17,3635,4197.17,324,374.11,33,38.1,952.59,6066.55,146,168.58,120,138.56,138882,160360.7,951.2,168.6,83.78,86.99,6.16,6.16,0.68,10.27,10,7,34.4,53,97,6320553,82.19,0
"2146","JohnsonCitycity","TN",NA,NA,10,49381,2.51,5.9,93.09,0.65,0.64,16.51,29.86,17.48,13.95,49178,100,23053,73.68,0.91,37.72,30.33,8.57,15.24,31421,13071,13456,7506,8849,8638,5925,9531,7803,17.27,13.8,28.92,25.88,6.58,55.68,19.46,28.45,13.66,29.58,11.51,31.76,13.25,12.44,2.91,71.82,68.53,76.29,75.28,54.31,62.43,660,1.94,801,27.34,35.96,39.58,41.07,0.44,0.58,0.64,0.67,97.16,0.24,2.83,1.83,2.3,2.51,2.04,61.85,1.36,52.1,2,1566,92.63,56.84,11.37,35.57,1966,9.24,0.24,40500,60000,88300,47800,176,245,333,157,313,25.7,17.7,12,44,1,1.63,62.18,48.76,72.74,85.69,1558,0.9,0,89728.9,3,5.73,13,24.82,30,57.27,77,147,530,1011.84,1879,3587.25,217,414.28,27,51.55,234.82,5064.91,114,217.64,96,183.28,35775,68299,313.8,217.6,94.84,98.25,1.75,0,0,1.75,0,7,34.2,31.7,102,4700000,84.21,0
"2150","Richardsoncity","TX",NA,NA,10,74840,2.75,4.68,86.78,6.61,4.35,13.61,23.92,10.61,6.87,74842,100,50240,89.53,1.5,55.96,14.27,1.79,11.36,55584,21335,22691,11463,14884,13686,10333,12652,3279,4.42,1.89,6.66,45.89,3.88,72.07,17.41,22.73,4.99,41.77,7.49,24.5,13.21,10.47,3.09,80.83,79.88,92.99,77.65,61.94,70.48,410,0.81,7357,24.6,32.72,46.77,58.46,2.42,3.22,4.6,5.75,87.41,2.18,3.37,2.68,2.73,2.79,2.6,71.7,2.73,23.66,3,1514,94.73,70.26,1.45,28.53,1971,1.25,0.05,85900,110000,139700,53800,409,516,642,233,597,24.3,19.9,11.3,0,0,9.83,43.43,53.78,74.23,86.61,2556.7,1.95,2.94,114582,4,4.97,22,27.34,94,116.81,99,123.02,928,1153.15,2951,3666.98,293,364.09,11,13.67,272.13,5197.89,136,169,125,155.33,43646,54235.5,320.9,169,86.77,81.62,3.68,1.47,0,4.41,4,8,75.3,29.3,40,9220988,91.91,0
"2157","Seattlecity","WA",NA,NA,10,516259,2.18,10.06,75.32,11.78,3.55,10.82,27.39,13.6,13.39,516259,100,29353,76.37,0.65,51.46,25.01,6.35,15.79,39860,18308,20645,10503,10323,11881,10152,14516,61681,12.38,5.17,13.57,37.9,4.88,65.02,13.25,29.83,9.61,36.27,12.76,42.39,15.79,14.32,2.84,66.72,63.04,78.96,65.19,64.46,70.53,11531,3.81,67736,19.21,27.54,37.71,47.32,2.52,3.61,4.95,6.21,84.58,3.09,4.28,2.2,2.09,2.35,1.84,54.95,4.02,63.25,2,12330,95.05,48.88,3.33,22.04,1949,2.63,0.64,94100,137900,197300,103200,327,425,549,222,463,26.9,21.1,11.7,2170,369,13.12,42.63,43.85,75.68,82.27,5940,16.52,3.49,73281,67,12.61,356,67.01,2670,502.57,4344,817.66,9247,1740.53,39176,7373.97,6819,1283.52,320,60.23,1399.84,10458.26,573,107.85,521,98.07,337792,63581.5,589.5,107.9,85.62,88.83,4.54,1.4,4.36,9.95,20,8,69.8,86.9,560,38932312,90.92,5
